"event_count","customer","customer_id","customer_1","customer_1_id","customer_2","customer_2_id","customer_3","customer_3_id","customer_4","customer_4_id","customer_5","customer_5_id","customer_6","customer_6_id"
1,Amazon Logistics Inc,1081,TravelCenters Of America Inc,1187,Border Recapping LLC,1090,,,,,,,,
5658,Incremental Tenants,1203,Kal Tire Ltd,538,,,,,,,,,,
12,J H O C Inc,522,Bridgestone Americas LLC,210,Southern Tire Mart LLC,865,,,,,,,,
282,Amazon Logistics Inc,1081,Direct ChassisLink Inc,1112,Wise Carriers,1193,,,,,,,,
1036,Amazon Logistics Inc,1081,Bridgestone Americas LLC,210,Southern Tire Mart LLC,865,,,,,,,,
8,Vorto,1557,Bridgestone Americas LLC,210,Boss Truck Shop Inc,198,Bridgestone Americas LLC,210,,,,,,
101,Hub Group Inc,1133,Direct ChassisLink Inc,1112,Pomps Tire Service Inc,68,,,,,,,,
866,Amazon Logistics Inc,1081,Bridgestone Americas LLC,210,McCarthy Tire Service,613,,,,,,,,
1756,Hub Group Inc,1133,FYX Fleet LLC,42,,,,,,,,,,
171,Hub Group Inc,1133,Direct ChassisLink Inc,1112,Chassis Support Services,1209,,,,,,,,
109,Amazon Logistics Inc,1081,TravelCenters Of America Inc,1187,Bains Towing & Recovery LLC,1204,,,,,,,,
438,JB Hunt Transport Services Inc,515,Bridgestone Americas LLC,210,Parkhouse Tire Inc,707,,,,,,,,
760,Incremental Tenants,1203,McCarthy Tire Service,613,,,,,,,,,,
16,Amazon Logistics Inc,1081,Direct ChassisLink Inc,1112,Black Label Repair,1087,,,,,,,,
197,Miscellaneous NP Tenants,1068,Bridgestone Americas LLC,210,McCarthy Tire Service,613,,,,,,,,
58,Incremental Tenants,1203,Bridgestone Americas LLC,210,McCarthy Tire Service,613,,,,,,,,
13,FedEx Freight Inc,396,Direct ChassisLink Inc,1112,MTZ Co,1207,,,,,,,,
448,Amazon Logistics Inc,1081,FYX Fleet LLC,42,,,,,,,,,,
185,STG Logistics,884,Direct ChassisLink Inc,1112,P & B Intermodal Services LLC,694,,,,,,,,
59,Reyes Holdings LLC,773,Boulevard Tire Center,199,,,,,,,,,,
357,Amazon Logistics Inc,1081,Direct ChassisLink Inc,1112,Illinois Fleet Service Inc,493,,,,,,,,
22,National Freight Inc,654,Boulevard Tire Center,199,,,,,,,,,,
180,Amazon Logistics Inc,1081,Straightline Auto And Diesel LLC,1180,,,,,,,,,,
40,Incremental Tenants,1203,Direct ChassisLink Inc,1112,Illinois Fleet Service Inc,493,,,,,,,,
22,Direct ChassisLink Inc,1112,Dirty South Diesel,1704,,,,,,,,,,
38,Amazon Logistics Inc,1081,Parkhouse Tire Inc,707,,,,,,,,,,
16,STG Logistics,884,Direct ChassisLink Inc,1112,Willies Mobile Service Inc,1192,,,,,,,,
131,STG Logistics,884,P & B Intermodal Services LLC,694,,,,,,,,,,
102,Hub Group Inc,1133,Direct ChassisLink Inc,1112,Willies Mobile Service Inc,1192,,,,,,,,
13,Bulk Transport Co East Inc,1854,Bridgestone Americas LLC,210,Best One,73,Eagle Teleservices,1117,,,,,,
2,Incremental Tenants,1203,Direct ChassisLink Inc,1112,Cundiffs Tire Louisville,1105,,,,,,,,
5,SuperValu Inc,897,Bridgestone Americas LLC,210,Southern Tire Mart LLC,865,,,,,,,,
68,STG Logistics,884,Direct ChassisLink Inc,1112,Lintrac Services Inc,575,,,,,,,,
29,Mckinney Trailer Rental,619,Pomps Tire Service Inc,68,,,,,,,,,,
86,Incremental Tenants,1203,McCarthy Tire Service,613,Piedmont Truck Tires Inc,730,,,,,,,,
14,Penske Corp Inc,29,McCarthy Tire Service,613,Piedmont Truck Tires Inc,730,,,,,,,,
137,Penske Corp Inc,29,Pomps Tire Service Inc,68,,,,,,,,,,
154,Amazon Logistics Inc,1081,Direct ChassisLink Inc,1112,OMV Services,1238,,,,,,,,
8,US Foods Inc,985,Bridgestone Americas LLC,210,McCarthy Tire Service,613,,,,,,,,
20,FedEx Freight Inc,396,Direct ChassisLink Inc,1112,P & B Intermodal Services LLC,694,,,,,,,,
73,STG Logistics,884,Direct ChassisLink Inc,1112,Southern Tire Mart LLC,865,,,,,,,,
74,Amazon Logistics Inc,1081,Direct ChassisLink Inc,1112,Fast Fleet Road Service,395,,,,,,,,
1,AJT TRUCKING Inc,1266,Bridgestone Americas LLC,210,Southern Tire Mart LLC,865,,,,,,,,
42,JB Hunt Transport Services Inc,515,Bridgestone Americas LLC,210,Commercial Tire Services Inc,285,Eagle Teleservices,1117,,,,,,
16,Direct ChassisLink Inc,1112,Cundiffs Tire Louisville,1105,,,,,,,,,,
2,US Ecology Inc,984,Boulevard Tire Center,199,,,,,,,,,,
208,Hub Group Inc,1133,Bains Towing & Recovery LLC,1204,,,,,,,,,,
34,Incremental Tenants,1203,Direct ChassisLink Inc,1112,MTZ Co,1207,,,,,,,,
20,Direct ChassisLink Inc,1112,Fast Fleet Road Service,395,,,,,,,,,,
122,Penske Corp Inc,29,Boulevard Tire Center,199,,,,,,,,,,
5,Incremental Tenants,1203,Direct ChassisLink Inc,1112,Dirty South Diesel,1704,,,,,,,,
